translon_id	chrom	start	end	strand	transcript_id	exonic_length	blockCount	flank_size	flank_type	feature_n_bases	feature_mean	feature_median	feature_std	feature_min	feature_max	upstream_n_bases	upstream_mean	upstream_median	upstream_std	upstream_min	upstream_max	downstream_n_bases	downstream_mean	downstream_median	downstream_std	downstream_min	downstream_max	conservation_specificity	has_cds_overlap	same_strand	cds_overlap_proportion	overlapping_genes	max_flank	classification	sort_order
c1norep1	chr1	826870	829027	+	ENST00000623808	78	2	150	exonic	78	-1.931204915046692	-1.3945000171661377	2.520693302154541	-11.187000274658203	1.434000015258789	150	-2.9274332523345947	-2.2750000953674316	2.74233078956604	-11.491999626159668	1.0240000486373901	150	-0.5348199605941772	-0.281499981880188	1.311257004737854	-6.565000057220459	1.7990000247955322	-1.3963849544525146	False	True	0.0	-1	-0.5348199605941772	non_conserved	4
c1norep2	chr1	829023	829092	+	ENST00000445118	69	1	150	exonic	69	-0.9845651984214783	-0.39899998903274536	1.5729373693466187	-6.565000057220459	0.6449999809265137	150	-2.9798667430877686	-2.118000030517578	3.1033198833465576	-13.267999649047852	1.1990000009536743	150	-0.2680533230304718	-0.18150000274181366	0.9280189871788025	-3.750999927520752	1.7990000247955322	-0.7165118455886841	False	True	0.0	-1	-0.2680533230304718	non_conserved	4
c1riboseqorf1	chr1	847671	850321	+	ENST00000448975	276	2	150	exonic	276	-0.2235615998506546	-0.11500000208616257	1.060916543006897	-6.235000133514404	3.2939999103546143	150	-1.0172600746154785	-0.39899998903274536	1.7472293376922607	-8.710000038146973	0.8320000171661377	150	-0.21773330867290497	-0.08799999952316284	1.0009394884109497	-3.750999927520752	1.940999984741211	-0.005828291177749634	False	True	0.0	-1	-0.21773330867290497	non_conserved	4
c1riboseqorf2	chr1	847671	852067	+	ENST00000449005	276	2	150	exonic	276	-0.35975000262260437	-0.21850000321865082	1.0193816423416138	-6.235000133514404	2.059000015258789	150	-1.0172600746154785	-0.39899998903274536	1.7472293376922607	-8.710000038146973	0.8320000171661377	150	-0.5447599291801453	-0.39249998331069946	1.1132514476776123	-5.947000026702881	1.878000020980835	0.1850099265575409	False	True	0.0	-1	-0.5447599291801453	non_conserved	4
c1riboseqorf3	chr1	852070	852699	+	ENST00000445118	69	2	150	exonic	69	-0.010362321510910988	-0.017000000923871994	0.7595677971839905	-2.003999948501587	1.9739999771118164	150	-0.2976066768169403	-0.21450001001358032	0.932801365852356	-3.750999927520752	1.7990000247955322	150	-0.3608866333961487	-0.2475000023841858	1.1389340162277222	-5.947000026702881	1.968999981880188	0.28724434971809387	False	True	0.0	-1	-0.2976066768169403	non_conserved	4
c1riboseqorf4	chr1	852734	853433	+	ENST00000445118	75	2	150	exonic	75	-0.4052933156490326	-0.24699999392032623	1.3256714344024658	-5.947000026702881	1.940999984741211	150	-0.18996666371822357	-0.1274999976158142	0.870564877986908	-3.750999927520752	1.9739999771118164	150	-0.5334199666976929	-0.4934999942779541	0.8373594284057617	-3.125	0.824999988079071	-0.21532665193080902	False	True	0.0	-1	-0.18996666371822357	non_conserved	4
c1riboseqorf5	chr1	853950	854040	+	ENST00000445118	90	1	150	exonic	90	-0.2386111170053482	-0.13199999928474426	0.7516155242919922	-2.825000047683716	1.7070000171661377	150	-0.3493666648864746	-0.179500013589859	0.9568092226982117	-3.8610000610351562	1.684000015258789	150	0.017566662281751633	0.01599999889731407	0.8690627217292786	-2.822000026702881	2.134999990463257	-0.25617778301239014	False	True	0.0	-1	0.017566662281751633	non_conserved	4
c1norep3	chr1	854949	856651	+	ENST00000666741	375	2	150	exonic	375	-0.29338932037353516	-0.12399999797344208	0.9324991106987	-4.4070000648498535	1.937999963760376	150	-0.12774664163589478	-0.13300000131130219	0.98652184009552	-3.5810000896453857	2.385999917984009	150	-0.5803599953651428	-0.3474999964237213	1.108036756515503	-5.078000068664551	2.6679999828338623	-0.16564267873764038	False	True	0.0	-1	-0.12774664163589478	non_conserved	4
c1norep4	chr1	1000104	1000164	-	ENST00000428771	60	1	150	exonic	60	0.6277166604995728	0.1119999960064888	2.564626455307007	-3.5759999752044678	8.237000465393066	150	0.039593327790498734	-0.05849999934434891	2.1105685234069824	-6.400000095367432	9.545000076293945	150	-0.19545331597328186	-0.10850000381469727	1.561188817024231	-7.072999954223633	4.539999961853027	0.5881233215332031	False	True	0.0	-1	0.039593327790498734	weakly_conserved	3
c1riboseqorf6	chr1	1254954	1255053	-	ENST00000349431	99	1	150	exonic	99	0.5385050773620605	0.27799999713897705	1.855502963066101	-4.567999839782715	5.568999767303467	150	0.7594000101089478	0.42100000381469727	2.4077308177948	-7.066999912261963	8.043000221252441	150	2.353487014770508	1.7319999933242798	3.2360854148864746	-8.84000015258789	10.708999633789062	-1.8149819374084473	False	True	0.0	-1	2.353487014770508	weakly_conserved	3
c1norep5	chr1	1349127	1349286	-	ENST00000378888	159	1	150	exonic	159	0.1660754680633545	0.13699999451637268	1.1330718994140625	-3.7739999294281006	4.919000148773193	150	0.18236665427684784	0.09999999403953552	1.5152957439422607	-5.906000137329102	5.1479997634887695	150	3.90315318107605	2.4784998893737793	3.746899366378784	-1.8949999809265137	11.451000213623047	-3.7370777130126953	False	True	0.0	-1	3.90315318107605	non_conserved	4
c1riboseqorf7	chr1	1375164	1375296	-	ENST00000338338	132	1	150	exonic	132	-0.5310150980949402	-0.2994999885559082	1.7487300634384155	-6.960000038146973	4.5879998207092285	150	-0.47831329703330994	-0.3765000104904175	1.2725739479064941	-5.160999774932861	2.943000078201294	150	0.8438599705696106	0.3360000252723694	3.0624821186065674	-11.770000457763672	10.934000015258789	-1.3748750686645508	False	True	0.0	-1	0.8438599705696106	non_conserved	4
c1norep6	chr1	1399551	1399746	+	ENST00000418833	195	1	150	exonic	195	-1.5347384214401245	-0.8389999866485596	2.092888593673706	-14.631999969482422	1.1929999589920044	150	-0.0152066545560956	-0.053999997675418854	2.644442081451416	-15.954999923706055	8.017000198364258	150	-1.212673306465149	-0.7619999647140503	1.5036109685897827	-8.170999526977539	1.3480000495910645	-1.5195317268371582	False	True	0.0	-1	-0.0152066545560956	non_conserved	4
c1norep7	chr1	1399551	1400290	+	ENST00000444362	267	2	150	exonic	267	-1.3126741647720337	-0.7889999747276306	1.8775293827056885	-14.631999969482422	1.6130000352859497	150	-0.0152066545560956	-0.053999997675418854	2.644442081451416	-15.954999923706055	8.017000198364258	150	-0.724560022354126	-0.3935000002384186	1.135885238647461	-4.960999965667725	1.1740000247955322	-1.2974674701690674	False	True	0.0	-1	-0.0152066545560956	non_conserved	4
