translon_id	chrom	start	end	strand	blockCount	exonic_length	genomic_span	phylop_dataset	flank_size	feature_n_bases	feature_mean	feature_median	feature_std	feature_min	feature_max	feature_q25	feature_q75	feature_frac_positive	feature_frac_conserved_weak	feature_frac_conserved_strong	feature_frac_negative	feature_frac_depleted	feature_max_conserved_run	upstream_n_bases	upstream_mean	upstream_median	upstream_std	upstream_min	upstream_max	upstream_q25	upstream_q75	upstream_frac_positive	upstream_frac_conserved_weak	upstream_frac_conserved_strong	upstream_frac_negative	upstream_frac_depleted	upstream_max_conserved_run	downstream_n_bases	downstream_mean	downstream_median	downstream_std	downstream_min	downstream_max	downstream_q25	downstream_q75	downstream_frac_positive	downstream_frac_conserved_weak	downstream_frac_conserved_strong	downstream_frac_negative	downstream_frac_depleted	downstream_max_conserved_run	n_codons	codon_pos1_mean	codon_pos2_mean	codon_pos3_mean	wobble_depletion_mean	codon_pos1_frac_conserved	codon_pos2_frac_conserved	codon_pos3_frac_conserved	feature_vs_upstream_diff	feature_vs_downstream_diff	flanking_mean	feature_vs_flanking_diff	conservation_specificity	specifically_conserved
c1norep1	chr1	826870	829027	+	2	78	2157	30way	50	78	-0.032846153	0.247	0.58058715	-1.961	0.619	-0.3540000021457672	0.39399999380111694	0.6153846153846154	0.05128205128205128	0.0	0.38461538461538464	0.19230769230769232	15	50	-0.0699399933218956	-0.2280000001192093	0.7544519901275635	-2.7980000972747803	0.6190000176429749	-0.31199999153614044	0.5440000295639038	0.46	0.28	0.0	0.54	0.12	4.0	50	0.04214000701904297	0.24699999392032623	0.4955894947052002	-2.2079999446868896	0.27900001406669617	0.2280000001192093	0.24699999392032623	0.84	0.0	0.0	0.16	0.16	12.0	26	0.06550000607967377	-0.14080768823623657	-0.023230772465467453	-0.01442306861281395	0.0	0.0	0.0	0.037093840539455414	-0.07498615980148315	-0.013900003395974636	-0.018946148455142975	-0.07498615980148315	False
c1norep2	chr1	829023	829092	+	1	69	69	30way	50	69	0.08414493	0.247	0.44765455	-2.208	0.279	0.2280000001192093	0.25600001215934753	0.8695652173913043	0.0	0.0	0.13043478260869565	0.13043478260869565	12	50	-0.03739999607205391	0.24699999392032623	0.5273193120956421	-2.0269999504089355	0.27900001406669617	0.1250000037252903	0.25425000861287117	0.76	0.0	0.0	0.24	0.24	11.0	50	0.010960007086396217	0.24699999392032623	0.801275908946991	-4.947000026702881	0.27900001406669617	0.23274999856948853	0.25600001215934753	0.86	0.0	0.0	0.14	0.14	22.0	23	0.10804348438978195	0.15639129281044006	-0.011999991722404957	0.14421738404780626	0.0	0.0	0.0	0.12154492735862732	0.07318492233753204	-0.013219993561506271	0.09736491739749908	0.07318492233753204	False
c1riboseqorf1	chr1	847671	850321	+	2	276	2650	30way	50	276	-0.098829724	-0.159	0.78066343	-4.199	0.658	-0.3357499912381172	0.5789999961853027	0.4311594202898551	0.4057971014492754	0.0	0.5688405797101449	0.18840579710144928	7	50	0.051740001887083054	0.3779999911785126	0.6723886728286743	-2.114000082015991	0.6579999923706055	-0.25849999859929085	0.5659999996423721	0.6	0.4	0.0	0.4	0.14	5.0	50	-0.10707999020814896	-0.17149999737739563	0.7671797275543213	-2.2829999923706055	0.6579999923706055	-0.30799999088048935	0.578249990940094	0.44	0.42	0.0	0.56	0.2	5.0	92	-0.033489130437374115	-0.09192392230033875	-0.17107608914375305	0.10836955904960632	0.0	0.0	0.0	-0.15056972205638885	0.008250266313552856	-0.02766999416053295	-0.071159727871418	-0.15056972205638885	False
c1riboseqorf2	chr1	847671	852067	+	2	276	4396	30way	50	276	-0.120195664	-0.159	0.78814083	-4.199	0.658	-0.3357499912381172	0.5782500058412552	0.42028985507246375	0.38405797101449274	0.0	0.5797101449275363	0.18840579710144928	6	50	0.051740001887083054	0.3779999911785126	0.6723886728286743	-2.114000082015991	0.6579999923706055	-0.25849999859929085	0.5659999996423721	0.6	0.4	0.0	0.4	0.14	5.0	50	-0.000619995582383126	-0.1469999998807907	0.6755992770195007	-2.309999942779541	0.6380000114440918	-0.2854999974370003	0.5609999895095825	0.48	0.48	0.0	0.52	0.16	4.0	92	-0.07641303539276123	-0.09394565969705582	-0.19022826850414276	0.10504892468452454	0.0	0.0	0.0	-0.17193566262722015	-0.11957567185163498	0.02555999346077442	-0.14575566351413727	-0.17193566262722015	False
c1riboseqorf3	chr1	852070	852699	+	2	69	629	30way	50	69	0.10214492	0.511	0.6193437	-2.31	0.638	-0.2280000001192093	0.5609999895095825	0.5507246376811594	0.5217391304347826	0.0	0.4492753623188406	0.10144927536231885	5	50	-0.16178001463413239	-0.17800000309944153	0.7956836819648743	-3.430999994277954	0.6380000114440918	-0.40024999529123306	0.5484999865293503	0.42	0.42	0.0	0.58	0.24	4.0	50	0.048919983208179474	0.4699999988079071	0.6476977467536926	-1.593000054359436	0.6359999775886536	-0.23250000178813934	0.5759999752044678	0.54	0.5	0.0	0.46	0.16	7.0	23	0.17826086282730103	-0.0076086935587227345	0.13578259944915771	-0.050456516444683075	0.0	0.0	0.0	0.2639249265193939	0.05322493612766266	-0.05643000453710556	0.1585749238729477	0.05322493612766266	False
c1riboseqorf4	chr1	852734	853433	+	2	75	699	30way	50	75	0.11874665	0.349	0.58712053	-1.601	0.636	-0.1665000021457672	0.5099999904632568	0.72	0.26666666666666666	0.0	0.28	0.14666666666666667	14	50	0.07705999165773392	0.26500001549720764	0.5837381482124329	-1.593000054359436	0.6359999775886536	-0.21525000035762787	0.5600000023841858	0.52	0.48	0.0	0.48	0.12	7.0	50	-0.06990000605583191	0.09300000220537186	0.5337281227111816	-2.187999963760376	0.289000004529953	0.08299999684095383	0.10000000149011612	0.86	0.0	0.0	0.14	0.14	14.0	25	0.09883999824523926	0.1181199848651886	0.13927999138832092	-0.030799999833106995	0.0	0.0	0.0	0.041686661541461945	0.18864665925502777	0.0035799830220639706	0.11516667157411575	0.041686661541461945	False
c1riboseqorf5	chr1	853950	854040	+	1	90	90	30way	50	90	-0.08432222	-0.203	0.77375716	-4.586	0.613	-0.34849999845027924	0.5400000214576721	0.43333333333333335	0.3333333333333333	0.0	0.5666666666666667	0.14444444444444443	4	50	-0.08866000920534134	0.4945000112056732	0.8716493844985962	-3.427999973297119	0.6990000009536743	-0.42924999445676804	0.5559999942779541	0.54	0.48	0.0	0.46	0.24	6.0	50	0.05505999177694321	0.492000013589859	0.6649554967880249	-2.115000009536743	0.6129999756813049	-0.2617499977350235	0.5400000214576721	0.56	0.44	0.0	0.44	0.14	7.0	30	0.02773332968354225	-0.14893336594104767	-0.1317666620016098	0.07116664201021194	0.0	0.0	0.0	0.004337787628173828	-0.13938221335411072	-0.016800006851553917	-0.06752221286296844	-0.13938221335411072	False
c1norep3	chr1	854949	856651	+	2	375	1702	30way	50	375	0.032506663	0.358	0.6168665	-4.081	0.647	-0.43549999594688416	0.38999998569488525	0.6773333333333333	0.064	0.0	0.32266666666666666	0.16	11	50	-0.08062000572681427	0.33899998664855957	0.6699212789535522	-1.4869999885559082	0.5189999938011169	-0.48000000417232513	0.3700000047683716	0.64	0.04	0.0	0.36	0.24	10.0	50	-0.10303997993469238	0.1745000034570694	0.9708166122436523	-3.572999954223633	0.6470000147819519	-0.27024999260902405	0.5690000057220459	0.5	0.5	0.0	0.5	0.16	5.0	125	-0.016375992447137833	0.07632000744342804	0.03757599741220474	-0.007603989914059639	0.0	0.0	0.0	0.11312666535377502	0.13554663956165314	-0.09182998538017273	0.12433664500713348	0.11312666535377502	False
c1norep4	chr1	1000104	1000164	-	1	60	60	30way	50	60	0.16643335	0.31899998	0.73101515	-1.914	0.962	-0.21775000169873238	0.8095000088214874	0.5333333333333333	0.5	0.0	0.45	0.2	8	50	-0.24028003215789795	-0.18250000476837158	0.7622423768043518	-3.1630001068115234	0.6919999718666077	-0.26500000804662704	0.41224999725818634	0.26	0.26	0.0	0.74	0.22	2.0	50	0.3376399576663971	0.75	0.6504549980163574	-1.6130000352859497	0.9620000123977661	-0.05150000099092722	0.7599999904632568	0.68	0.62	0.0	0.32	0.16	14.0	20	0.07964998483657837	0.29339998960494995	0.1262499839067459	0.06027500331401825	0.0	0.0	0.0	0.4067133665084839	-0.17120660841464996	0.04867999628186226	0.11775335669517517	-0.17120660841464996	False
c1riboseqorf6	chr1	1254954	1255053	-	1	99	99	30way	50	99	-0.26605052	-0.148	1.051485	-3.995	1.163	-0.6184999942779541	0.23549999296665192	0.4444444444444444	0.23232323232323232	0.0	0.5555555555555556	0.30303030303030304	7	50	0.6703400611877441	0.9990000128746033	0.6141906380653381	-0.9309999942779541	1.2760000228881836	0.20775000005960464	1.2547500133514404	0.84	0.56	0.0	0.16	0.04	14.0	50	0.2985999882221222	0.16249999403953552	0.6327589750289917	-1.2519999742507935	1.2979999780654907	-0.08475000038743019	1.0314999520778656	0.72	0.32	0.0	0.28	0.08	9.0	33	-0.2990908920764923	-0.3126969635486603	-0.18636366724967957	-0.11953026056289673	0.0	0.0	0.0	-0.9363905787467957	-0.5646505355834961	0.4844699501991272	-0.7505204677581787	-0.9363905787467957	False
