ENST00000378536	448	448	1974.27	4.40685	4.40685
ENST00000642557	234	234	-168.785	-0.721303	-0.721303
ENST00000377898	78	78	202.572	2.59708	2.59708
ENST00000377049	193	193	62.255	0.322565	0.322565
ENST00000196061	63	63	45.377	0.72027	0.72027
ENST00000375766	264	264	13.374	0.0506591	0.0506591
ENST00000420770	758	753	1002.5	1.32256	1.33134
ENST00000400181	129	129	164.957	1.27874	1.27874
ENST00000246151	98	98	10.459	0.106724	0.106724
ENST00000374332	1007	1007	1275.59	1.26672	1.26672
ENST00000321265	106	106	93.536	0.882415	0.882415
ENST00000373884	97	97	-1.117	-0.0115155	-0.0115155
ENST00000373839	124	124	299.091	2.41202	2.41202
ENST00000343067	207	192	520.82	2.51604	2.7126
ENST00000327300	128	128	172.069	1.34429	1.34429
ENST00000373602	138	138	195.178	1.41433	1.41433
ENST00000373582	200	189	53.72	0.2686	0.284233
ENST00000373475	156	156	735.97	4.71776	4.71776
ENST00000372969	55	55	-29.13	-0.529636	-0.529636
ENST00000431473	143	143	244	1.70629	1.70629
ENST00000321358	148	148	1142.48	7.71947	7.71947
ENST00000634258	70	70	161.603	2.30861	2.30861
ENST00000472174	81	81	152.998	1.88886	1.88886
ENST00000372289	283	283	121.468	0.429216	0.429216
ENST00000371901	149	149	-108.133	-0.725725	-0.725725
ENST00000313334	98	98	481.289	4.91111	4.91111
ENST00000294353	201	201	471.987	2.34819	2.34819
ENST00000302118	290	287	-241.393	-0.83239	-0.841091
ENST00000303721	71	71	-1.622	-0.0228451	-0.0228451
ENST00000371208	169	169	258.888	1.53188	1.53188
ENST00000370986	294	294	203.228	0.691252	0.691252
ENST00000370938	148	148	-246.011	-1.66224	-1.66224
ENST00000370035	329	329	476.105	1.44713	1.44713
ENST00000369799	288	288	742.92	2.57958	2.57958
ENST00000369503	115	115	-57.798	-0.502591	-0.502591
ENST00000682167	58	58	23.181	0.399672	0.399672
ENST00000322209	179	179	136.606	0.763162	0.763162
ENST00000368910	106	106	199.531	1.88237	1.88237
ENST00000368888	445	445	681.455	1.53136	1.53136
ENST00000356955	71	71	143.61	2.02268	2.02268
ENST00000368408	105	83	451.693	4.30184	5.44208
ENST00000368407	102	102	126.186	1.23712	1.23712
ENST00000368324	195	195	407.658	2.09055	2.09055
ENST00000368216	636	636	320.281	0.503586	0.503586
ENST00000361216	103	103	228.342	2.21691	2.21691
ENST00000309758	119	119	-149.085	-1.25282	-1.25282
ENST00000358671	99	99	2.446	0.0247071	0.0247071
ENST00000367879	220	220	317.678	1.44399	1.44399
ENST00000367763	58	58	7.532	0.129862	0.129862
ENST00000239461	88	88	592.253	6.73015	6.73015
ENST00000340385	63	63	-34.197	-0.54281	-0.54281
ENST00000649689	557	557	-122.058	-0.219135	-0.219135
ENST00000681986	171	171	483.044	2.82482	2.82482
ENST00000258341	297	297	402.298	1.35454	1.35454
ENST00000362011	97	97	117.373	1.21003	1.21003
ENST00000343110	149	149	443.018	2.97328	2.97328
ENST00000339876	330	316	812.173	2.46113	2.57017
ENST00000331555	189	189	-64.974	-0.343778	-0.343778
ENST00000367103	325	325	988.013	3.04004	3.04004
ENST00000367057	91	91	35.208	0.386901	0.386901
ENST00000367042	159	159	-496.399	-3.12201	-3.12201
ENST00000361322	88	88	304.226	3.45711	3.45711
ENST00000366903	415	415	491.217	1.18366	1.18366
ENST00000366618	402	402	258.631	0.643361	0.643361
ENST00000358704	149	149	1089.3	7.31075	7.31075
