ENST00000378536_A	348	348	1545.87	4.44217	4.44217
ENST00000642557	63	63	-56.412	-0.895429	-0.895429
ENST00000377898	78	78	202.572	2.59708	2.59708
ENST00000377049	189	189	45.544	0.240974	0.240974
ENST00000196061	45	45	-8.278	-0.183956	-0.183956
ENST00000375766	45	45	7.27	0.161556	0.161556
ENST00000420770	63	63	147.477	2.3409	2.3409
ENST00000400181	87	87	156.472	1.79853	1.79853
ENST00000246151	36	36	1.04	0.0288889	0.0288889
ENST00000374332	120	120	41.725	0.347708	0.347708
ENST00000321265	36	36	33.641	0.934472	0.934472
ENST00000373884	75	75	-12.444	-0.16592	-0.16592
ENST00000373839	42	42	65.242	1.55338	1.55338
ENST00000343067	153	153	375.827	2.45639	2.45639
ENST00000327300	81	81	133.59	1.64926	1.64926
ENST00000373602	60	60	61.415	1.02358	1.02358
ENST00000373582	72	72	14.006	0.194528	0.194528
ENST00000373475	39	39	155.798	3.99482	3.99482
ENST00000372969	48	48	-16.878	-0.351625	-0.351625
ENST00000431473	108	108	128.494	1.18976	1.18976
ENST00000321358	96	96	687.16	7.15792	7.15792
ENST00000634258	45	45	80.704	1.79342	1.79342
ENST00000472174	57	57	75.251	1.32019	1.32019
ENST00000372289	171	171	112.714	0.659146	0.659146
ENST00000371901	90	90	-81.417	-0.904633	-0.904633
ENST00000313334	42	42	210.767	5.01826	5.01826
ENST00000294353	75	75	239.468	3.19291	3.19291
ENST00000302118	204	204	-192.948	-0.945824	-0.945824
ENST00000303721	42	42	6.21	0.147857	0.147857
ENST00000371208	96	96	127.263	1.32566	1.32566
ENST00000370986	87	87	234.491	2.6953	2.6953
ENST00000370938	117	117	-134.992	-1.15378	-1.15378
ENST00000370035	282	282	441.48	1.56553	1.56553
ENST00000369799	105	105	365.451	3.48049	3.48049
ENST00000369503	63	63	-7.394	-0.117365	-0.117365
ENST00000682167	45	45	12.332	0.274044	0.274044
ENST00000322209	66	66	98.586	1.49373	1.49373
ENST00000368910	51	51	47.692	0.935137	0.935137
ENST00000368888	42	42	192.294	4.57843	4.57843
ENST00000356955	45	45	130.445	2.89878	2.89878
ENST00000368408	66	66	390.022	5.90942	5.90942
ENST00000368407	84	84	98.226	1.16936	1.16936
ENST00000368324	48	48	104.372	2.17442	2.17442
ENST00000368216	60	60	-4.669	-0.0778167	-0.0778167
ENST00000361216	81	81	167.285	2.06525	2.06525
ENST00000309758	33	33	-36.777	-1.11445	-1.11445
ENST00000358671	54	54	-26.256	-0.486222	-0.486222
ENST00000367879	183	183	244.918	1.33835	1.33835
ENST00000367763	57	57	-0.758999	-0.0133158	-0.0133158
ENST00000239461	54	54	434.95	8.05463	8.05463
ENST00000340385	36	36	9.771	0.271417	0.271417
ENST00000649689	42	42	9.107	0.216833	0.216833
ENST00000681986	141	141	422.388	2.99566	2.99566
ENST00000258341	108	108	132.603	1.22781	1.22781
ENST00000362011	66	66	58.038	0.879364	0.879364
ENST00000343110	42	42	186.841	4.4486	4.4486
ENST00000339876	306	292	706.906	2.31015	2.42091
ENST00000331555	57	57	-27.39	-0.480526	-0.480526
ENST00000367103	177	177	541.43	3.05893	3.05893
ENST00000367057	57	57	38.305	0.672018	0.672018
ENST00000367042	87	87	-309.784	-3.56074	-3.56074
ENST00000361322	33	33	133.474	4.04467	4.04467
ENST00000366903	201	201	169.863	0.84509	0.84509
ENST00000366618	33	33	67.535	2.04652	2.04652
ENST00000358704	42	42	325.035	7.73893	7.73893
ENST00000270708	66	66	-89.058	-1.34936	-1.34936
ENST00000400908	102	102	864.422	8.47473	8.47473
ENST00000376692	69	69	15.578	0.225768	0.225768
ENST00000455833	105	105	574.81	5.47438	5.47438
ENST00000375078	69	69	421.702	6.11162	6.11162
ENST00000302271	51	51	291.424	5.7142	5.7142
ENST00000336689	45	45	69.987	1.55527	1.55527
