ENST00000616016_1	153	153	103.611	0.677196	0.677196
ENST00000379116_1	30	30	-4.846	-0.161533	-0.161533
ENST00000476993_1	42	42	18.139	0.431881	0.431881
ENST00000378785_1	66	66	-34.102	-0.516697	-0.516697
ENST00000307786_1	123	123	-121.245	-0.985732	-0.985732
ENST00000378536_1	138	137	-39.24	-0.284348	-0.286423
ENST00000378486_1	30	20	23.743	0.791433	1.18715
ENST00000355716_1	48	48	-27.205	-0.566771	-0.566771
ENST00000419916_1	126	126	-105.797	-0.839659	-0.839659
ENST00000378344_1	114	114	-47.554	-0.41714	-0.41714
ENST00000294600_1	114	114	-132.529	-1.16254	-1.16254
ENST00000378209_1	168	168	-133.272	-0.793286	-0.793286
ENST00000645284_1	153	153	23.442	0.153216	0.153216
ENST00000303635_1	183	183	688.244	3.7609	3.7609
ENST00000377443_1	135	135	-94.111	-0.697119	-0.697119
ENST00000294435_1	81	81	-40.692	-0.50237	-0.50237
ENST00000343090_1	33	33	134.991	4.09064	4.09064
ENST00000377049_1	135	130	-43.042	-0.31883	-0.331092
ENST00000356607_1	132	132	118.04	0.894242	0.894242
ENST00000376819_1	153	153	-64.752	-0.423216	-0.423216
ENST00000376810_1	99	99	36.94	0.373131	0.373131
ENST00000314340_1	177	177	16.227	0.091678	0.091678
ENST00000346436_1	231	231	353.769	1.53147	1.53147
ENST00000196061_1	144	144	62.337	0.432896	0.432896
ENST00000263932_1	12	12	40.483	3.37358	3.37358
ENST00000376221_1	195	195	-364.704	-1.87028	-1.87028
ENST00000359318_1	42	42	9.323	0.221976	0.221976
ENST00000614859_1	63	63	30.163	0.478778	0.478778
ENST00000621990_1	114	114	33.686	0.295491	0.295491
ENST00000376030_1	120	120	81.473	0.678942	0.678942
ENST00000375949_1	36	36	2.779	0.0771944	0.0771944
ENST00000359621_1	171	171	-118.238	-0.69145	-0.69145
ENST00000375910_1	171	171	-106.109	-0.62052	-0.62052
ENST00000480945_1	84	84	79.787	0.949845	0.949845
ENST00000375799_1	210	210	93.717	0.446271	0.446271
ENST00000294454_1	186	186	5.763	0.0309839	0.0309839
