chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	strand_right	gene_name	cds_frame	cds_start_pos	translated_matched_frame_score	translated_proportion_positive	translated_probability_space	translated_max_frame_score	translated_start_region_score	translated_window_max_score	translated_phylop_mean	translated_frame	translated_length	untranslated_matched_frame_score	untranslated_proportion_positive	untranslated_probability_space	untranslated_max_frame_score	untranslated_start_region_score	untranslated_window_max_score	untranslated_phylop_mean	untranslated_frame	untranslated_length	cds_matched_frame_score	cds_proportion_positive	cds_probability_space	cds_max_frame_score	cds_start_region_score	cds_window_max_score	cds_phylop_mean	cds_length	genome_coords	translated_block_starts	translated_block_ends	untranslated_block_starts	untranslated_block_ends	cds_block_starts	cds_block_ends
1	1020172	1054981	ENST00000620552	6207	+	1020172	1054981	0	39	201,262,48,216,225,225,207,219,195,201,149,106,117,165,144,125,106,339,138,128,115,120,354,193,216,230,135,97,165,112,12,117,193,88,24,33,225,104,158	0,2028,15104,20492,21000,21305,21783,23066,23365,23650,23936,24161,24988,25186,25560,25791,25987,26224,26647,27154,27400,27603,27839,28694,29063,29393,29730,30060,30254,30553,30859,31080,31280,31555,31820,33288,33580,34275,34651	ENST00000620552	34809	+	AGRN		1022413	15.155802974083128	0.8623188405797102	NaN	15.155802974083128	-4.6882504522800446	29.99949984550476	5.397932355292141		414	-5.431379914134741	0.3	-271.56899570673704	-5.431379914134741	0.7294001340866089	-3.6809999383985996	1.8228999901935459		50	-26.203897038806673	0.18643190056965303	NaN	-26.203897038806673	37.207599830627444	40.33860006332397	3.2587529748220865	5793	1:1020172-1022413	[1020172, 1022200]	[1020373, 1022413]	[1020122, 1022200]	[1020172, 1022200]	[1022413, 1035276, 1040664, 1041172, 1041477, 1041955, 1043238, 1043537, 1043822, 1044108, 1044333, 1045160, 1045358, 1045732, 1045963, 1046159, 1046396, 1046819, 1047326, 1047572, 1047775, 1048011, 1048866, 1049235, 1049565, 1049902, 1050232, 1050426, 1050725, 1051031, 1051252, 1051452, 1051727, 1051992, 1053460, 1053752, 1054447, 1054823]	[1022462, 1035324, 1040880, 1041397, 1041702, 1042162, 1043457, 1043732, 1044023, 1044257, 1044439, 1045277, 1045523, 1045876, 1046088, 1046265, 1046735, 1046957, 1047454, 1047687, 1047895, 1048365, 1049059, 1049451, 1049795, 1050037, 1050329, 1050591, 1050837, 1051043, 1051369, 1051645, 1051815, 1052016, 1053493, 1053977, 1054551, 1054981]
1	3707560	3733079	ENST00000378290	1713	+	3707560	3733079	0	11	231,187,116,110,143,89,122,149,139,94,333	0,14460,15793,19554,20067,20568,21766,22439,23366,23902,25186	ENST00000378290	25519	+	TP73		3707575	19.253799772262575	1.0	288.8069965839386	19.253799772262575	19.253799772262575		4.094666675726573		15	-12.23457551072791	0.25471698113207547	-inf	-12.23457551072791	-19.242999839782716	-2.353900009393692	-0.0188018939203038		106	0.5335295057018563	0.5924617196702002	inf	0.5335295057018563	9.749800205230713	39.6934006690979	4.273328618050426	1698	1:3707560-3707575	[3707560]	[3707575]	[3698057, 3707548]	[3698151, 3707560]	[3707575, 3722020, 3723353, 3727114, 3727627, 3728128, 3729326, 3729999, 3730926, 3731462, 3732746]	[3707791, 3722207, 3723469, 3727224, 3727770, 3728217, 3729448, 3730148, 3731065, 3731556, 3733079]
1	7777159	7779645	ENST00000470357	231	+	7777159	7779645	0	3	159,52,20	0,958,2466	ENST00000470357	2486	+	VAMP3		7777171	18.07474994659424	1.0	216.89699935913086	18.07474994659424			7.300666729609172		12	-17.98397529031727	0.15480427046263345	NaN	-17.98397529031727	NaN	-1.405374987050891	0.5157890955504792		562	25.866570729643243	0.91324200913242	inf	25.866570729643243	26.632799911499024	53.50419998168945	5.545808217636539	219	1:7777159-7777171	[7777159]	[7777171]	[7772706, 7773441, 7777159]	[7773198, 7773511, 7777159]	[7777171, 7778117, 7779625]	[7777318, 7778169, 7779645]
1	23793717	23794732	ENST00000374501	507	+	23793717	23794732	0	6	35,71,74,102,174,51	0,142,345,506,709,964	ENST00000374501	1015	+	LYPLA2		23793729	16.902750253677368	1.0	202.83300304412842	16.902750253677368			7.056916477779548		12	-26.008030670422773	0.09230769230769231	-inf	-26.008030670422773	-25.349599838256836	-22.341999673843382	1.594538451043459		65	8.118585889778956	0.7373737373737373	-inf	8.118585889778956	15.721199989318848	31.02809993028641	6.433402006768367	495	1:23793717-23793729	[23793717]	[23793729]	[23793652]	[23793717]	[23793729, 23793859, 23794062, 23794223, 23794426, 23794681]	[23793752, 23793930, 23794136, 23794325, 23794600, 23794732]
1	24440177	24469185	ENST00000003912	1122	+	24440177	24469185	0	10	63,172,60,146,97,136,89,64,95,200	0,1877,5007,9303,13230,15960,18710,20303,23848,28808	ENST00000003912	29008	+	NIPAL3		24442138	22.412592032734228	0.9795918367346939	inf	22.412592032734228	31.14280014038086	37.65670051574707	5.807918435836933		147	-18.92383091692144	0.1637323943661972	-inf	-18.92383091692144	-31.935599398612975	-0.9752999782562256	0.9765228898076728		568	-14.50886357882084	0.27589743589743587	inf	-14.50886357882084	21.764400148391722	45.05260028839111	5.187935382250028	975	1:24440177-24442138	[24440177, 24442054]	[24440240, 24442138]	[24415802, 24419290, 24433103, 24440171, 24442054]	[24415904, 24419640, 24433213, 24440177, 24442054]	[24442138, 24445184, 24449480, 24453407, 24456137, 24458887, 24460480, 24464025, 24468985]	[24442226, 24445244, 24449626, 24453504, 24456273, 24458976, 24460544, 24464120, 24469185]
1	28738317	28768952	ENST00000541996	1629	+	28738317	28768952	0	3	21,1584,24	0,4085,30611	ENST00000541996	30635	+	YTHDF2		28742420	14.235692278696941	0.6923076923076923	555.1919988691807	14.235692278696941	19.137800025939942	19.25479995906353	6.673846114713412		39	-6.404659122786718	0.3595505617977528	-inf	-6.404659122786718	-13.950599670410156	7.26209989786148	5.678183506155729		267	9.587973619632	0.8113207547169812	inf	9.587973619632	14.252199935913087	23.19319983124733	7.074879857655849	1590	1:28738317-28742420	[28738317, 28742402]	[28738338, 28742420]	[28736939, 28738258, 28742402]	[28737147, 28738317, 28742402]	[28742420, 28768928]	[28743986, 28768952]
1	37808543	37809073	ENST00000373043	285	+	37808543	37809073	0	2	189,96	0,434	ENST00000373043	530	+	C1orf122		37808684	10.709340546993499	0.8723404255319149	inf	10.709340546993499	16.32760033607483	18.234100246429442	6.634872359164218		141	-8.344018532338138	0.3929712460063898	-inf	-8.344018532338138	-37.506799411773684	22.779599952697755	2.604141842253646		1565	9.906541638076305	0.7916666666666666	inf	9.906541638076305	15.145399951934815	18.775000143051148	4.6766180476616785	144	1:37808543-37808684	[37808543]	[37808684]	[37806978]	[37808543]	[37808684, 37808977]	[37808732, 37809073]
1	40406764	40422101	ENST00000539317	1158	+	40406764	40422101	0	9	105,86,79,87,82,110,166,317,126	0,1888,2992,6251,7394,8507,9411,10015,15211	ENST00000539317	15337	+	SMAP2		40408655	15.367638770076963	0.9166666666666666	inf	15.367638770076963	15.833199977874756	19.52419981956482	7.344879608950578		108	-24.943708357897897	0.1	-inf	-24.943708357897897	-18.208799839019775	-11.84793331498901	2.1344083169009536		120	-0.24157713032194547	0.5542857142857143	inf	-0.24157713032194547	18.276600074768066	31.429100131988527	6.20092950840525	1050	1:40406764-40408655	[40406764, 40408652]	[40406869, 40408655]	[40396799, 40406735, 40408652]	[40396890, 40406764, 40408652]	[40408655, 40409756, 40413015, 40414158, 40415271, 40416175, 40416779, 40421975]	[40408738, 40409835, 40413102, 40414240, 40415381, 40416341, 40417096, 40422101]
1	40991245	41010245	ENST00000696070	1140	+	40991245	41010245	0	13	3,81,152,133,89,95,63,44,97,56,97,145,85	0,519,4671,6148,9783,10914,11868,14805,16203,17413,17548,18199,18915	ENST00000696070	19000	+	CTPS1		40991818	25.168104962298745	0.9473684210526315	inf	25.168104962298745	20.21800003051758	31.577299451828004	5.877298265368792		57	5.052480690754377	0.5961538461538461	-inf	5.052480690754377	-32.368799686431885	40.02919940948486	3.4114551770982917		156	-2.148038887416227	0.48476454293628807	inf	-2.148038887416227	30.696600341796874	43.791700553894046	6.236728530703069	1083	1:40991245-40991818	[40991245, 40991764]	[40991248, 40991818]	[40979754, 40991164, 40991764]	[40979829, 40991245, 40991764]	[40991818, 40995916, 40997393, 41001028, 41002159, 41003113, 41006050, 41007448, 41008658, 41008793, 41009444, 41010160]	[40991845, 40996068, 40997526, 41001117, 41002254, 41003176, 41006094, 41007545, 41008714, 41008890, 41009589, 41010245]
1	40988605	41010245	ENST00000649215	1326	+	40988605	41010245	0	14	105,84,81,152,133,89,95,63,44,97,56,97,145,85	0,2559,3159,7311,8788,12423,13554,14508,17445,18843,20053,20188,20839,21555	ENST00000649215	21640	+	CTPS1		40988623	20.344499667485554	1.0	366.20099401474	20.344499667485554	23.595199584960938		7.522444329328007		18	-12.959103697332843	0.20689655172413793	-inf	-12.959103697332843	-10.142000007629395	4.813499832153321	1.1222183685642722		87	2.6155319991735144	0.5711009174311926	inf	2.6155319991735144	35.410599899291995	43.791700553894046	6.239923548975116	1308	1:40988605-40988623	[40988605]	[40988623]	[40988518]	[40988605]	[40988623, 40991164, 40991764, 40995916, 40997393, 41001028, 41002159, 41003113, 41006050, 41007448, 41008658, 41008793, 41009444, 41010160]	[40988710, 40991248, 40991845, 40996068, 40997526, 41001117, 41002254, 41003176, 41006094, 41007545, 41008714, 41008890, 41009589, 41010245]
